started at Mon Sep 30 09:53:52 2019
GenerationID,MaxFitness,MinFitness,Mean,STD,time
started at Mon Sep 30 09:56:07 2019
GenerationID,MaxFitness,MinFitness,Mean,STD,time
started at Mon Sep 30 11:34:46 2019
GenerationID,MaxFitness,MinFitness,Mean,STD,time
started at Mon Sep 30 11:39:51 2019
GenerationID,MaxFitness,MinFitness,Mean,STD,time
started at Mon Sep 30 11:42:44 2019
GenerationID,MaxFitness,MinFitness,Mean,STD,time
started at Mon Sep 30 11:45:47 2019
GenerationID,MaxFitness,MinFitness,Mean,STD,time
started at Mon Sep 30 11:46:15 2019
GenerationID,MaxFitness,MinFitness,Mean,STD,time
started at Mon Sep 30 11:49:06 2019
GenerationID,MaxFitness,MinFitness,Mean,STD,time
started at Mon Sep 30 11:51:16 2019
GenerationID,MaxFitness,MinFitness,Mean,STD,time
started at Mon Sep 30 11:52:31 2019
GenerationID,MaxFitness,MinFitness,Mean,STD,time
started at Mon Sep 30 11:59:50 2019
GenerationID,MaxFitness,MinFitness,Mean,STD,time
started at Tue Oct  1 11:02:32 2019
GenerationID,MaxFitness,MinFitness,Mean,STD,time
started at Tue Oct  1 11:46:19 2019
GenerationID,MaxFitness,MinFitness,Mean,STD,time
started at Tue Oct  1 11:48:56 2019
GenerationID,MaxFitness,MinFitness,Mean,STD,time
8,-6477.746582,-6757.018555,-6502.735352,29.796650,Wed Oct 30 11:34:11 2019
9,-6477.746582,-6579.983398,-6502.687988,18.414991,Wed Oct 30 11:34:45 2019
10,-6477.746582,-6579.983398,-6500.254395,14.533918,Wed Oct 30 11:35:20 2019
11,-6418.104492,-6579.983398,-6501.717773,20.800228,Wed Oct 30 11:35:55 2019
12,-6477.746582,-6655.823730,-6503.126465,21.729576,Wed Oct 30 11:36:30 2019
13,-6477.746582,-6579.983398,-6499.521484,10.591693,Wed Oct 30 11:37:04 2019
14,-6477.746582,-6579.983398,-6497.184082,12.391993,Wed Oct 30 11:37:39 2019
15,-6451.819336,-6584.648438,-6497.191895,18.190056,Wed Oct 30 11:38:14 2019
16,-6451.819336,-6559.864258,-6493.916504,17.139994,Wed Oct 30 11:38:49 2019
17,-6418.104492,-6668.512695,-6490.714355,31.454462,Wed Oct 30 11:39:24 2019
18,-6477.746582,-6558.075195,-6485.104492,16.356586,Wed Oct 30 11:39:59 2019
19,-6477.746582,-6588.443359,-6484.700195,19.923082,Wed Oct 30 11:40:33 2019
20,-6458.207520,-6607.408203,-6485.872559,24.593851,Wed Oct 30 11:41:08 2019
finish atWed Oct 30 11:41:08 2019
started at Wed Oct 30 12:06:08 2019
GenerationID,MaxFitness,MinFitness,Mean,STD,time
started at Wed Oct 30 12:06:30 2019
GenerationID,MaxFitness,MinFitness,Mean,STD,time
started at Wed Oct 30 12:08:51 2019
GenerationID,MaxFitness,MinFitness,Mean,STD,time
1,88.144844,-427.535004,-155.366318,93.418602,Wed Oct 30 12:09:25 2019
2,88.144844,-403.426300,-115.783127,79.171768,Wed Oct 30 12:09:59 2019
3,10.697018,-237.437790,-102.986061,51.282356,Wed Oct 30 12:10:32 2019
4,10.697018,-146.704422,-88.853477,47.890446,Wed Oct 30 12:11:06 2019
5,48.639706,-189.551437,-68.013672,44.943783,Wed Oct 30 12:11:41 2019
6,29.451532,-146.262619,-50.553524,38.062592,Wed Oct 30 12:12:14 2019
7,35.840000,-195.939896,-28.701199,37.271866,Wed Oct 30 12:12:48 2019
8,55.028172,-146.262619,-16.679316,42.063015,Wed Oct 30 12:13:22 2019
9,55.028172,-74.757629,-12.358472,39.706387,Wed Oct 30 12:13:56 2019
10,86.023895,-134.682449,5.612279,38.848145,Wed Oct 30 12:14:29 2019
11,70.713348,-122.442688,17.385174,35.174629,Wed Oct 30 12:15:03 2019
12,71.262985,-124.434891,28.437527,29.256168,Wed Oct 30 12:15:37 2019
13,88.144844,12.020054,37.279636,20.022835,Wed Oct 30 12:16:10 2019
14,93.336609,-69.565918,33.034657,27.429544,Wed Oct 30 12:16:43 2019
15,93.336609,-87.569382,29.035608,34.647522,Wed Oct 30 12:17:17 2019
16,93.336609,-68.369164,35.158440,31.160172,Wed Oct 30 12:17:51 2019
17,93.336609,-52.134441,47.059250,34.904354,Wed Oct 30 12:18:25 2019
18,93.336609,-63.177460,56.574322,35.613041,Wed Oct 30 12:18:59 2019
19,120.897316,-323.294250,66.784576,54.874901,Wed Oct 30 12:19:32 2019
20,110.451164,-10.872612,81.858902,19.293449,Wed Oct 30 12:20:06 2019
finish atWed Oct 30 12:20:06 2019
started at Wed Oct 30 13:44:15 2019
GenerationID,MaxFitness,MinFitness,Mean,STD,time
1,18.481789,-432.438049,-162.527603,103.906479,Wed Oct 30 13:44:49 2019
2,19.327826,-329.682709,-122.405167,67.650749,Wed Oct 30 13:45:23 2019
3,21.486620,-191.521378,-93.554840,48.642601,Wed Oct 30 13:45:56 2019
4,21.486620,-312.251221,-81.712448,48.085514,Wed Oct 30 13:46:30 2019
5,21.486620,-172.119949,-61.522785,41.972172,Wed Oct 30 13:47:04 2019
6,21.486620,-189.551437,-50.210476,45.637787,Wed Oct 30 13:47:38 2019
7,21.486620,-155.720474,-16.865700,45.869183,Wed Oct 30 13:48:12 2019
8,21.486620,-122.442688,4.503288,26.344563,Wed Oct 30 13:48:46 2019
9,21.486620,-80.495476,12.335982,19.626461,Wed Oct 30 13:49:19 2019
10,108.264320,-69.094048,17.889915,19.914194,Wed Oct 30 13:49:53 2019
11,21.486620,-165.013458,12.420270,28.156563,Wed Oct 30 13:50:27 2019
12,21.486620,-67.449905,10.112992,24.984985,Wed Oct 30 13:51:01 2019
13,75.147652,-139.874161,10.266210,33.542316,Wed Oct 30 13:51:35 2019
14,62.537567,-80.059975,10.462659,26.305346,Wed Oct 30 13:52:09 2019
15,42.418095,-100.614952,10.160279,28.901493,Wed Oct 30 13:52:43 2019
16,42.418095,-100.179451,14.915058,22.788418,Wed Oct 30 13:53:17 2019
17,21.486620,-119.754692,7.034553,32.764942,Wed Oct 30 13:53:51 2019
18,37.906651,-108.711700,10.105172,26.568697,Wed Oct 30 13:54:25 2019
19,21.486620,-45.622131,14.202119,15.556196,Wed Oct 30 13:54:59 2019
20,21.486620,-70.137886,14.528900,17.329775,Wed Oct 30 13:55:33 2019
finish atWed Oct 30 13:55:33 2019
started at Wed Oct 30 14:02:20 2019
GenerationID,MaxFitness,MinFitness,Mean,STD,time
1,46.004093,-432.438049,-158.748047,110.491020,Wed Oct 30 14:02:52 2019
2,84.988274,-379.648712,-110.233948,64.990036,Wed Oct 30 14:03:25 2019
3,84.988274,-219.881729,-92.341156,49.263840,Wed Oct 30 14:03:57 2019
4,21.486620,-157.195343,-76.922050,46.689365,Wed Oct 30 14:04:29 2019
5,21.486620,-149.332016,-71.021286,43.801239,Wed Oct 30 14:05:02 2019
6,21.486620,-226.394760,-50.103878,51.059471,Wed Oct 30 14:05:34 2019
7,70.713348,-172.119949,-39.172504,45.361012,Wed Oct 30 14:06:06 2019
8,36.759315,-220.006302,-33.345432,46.318619,Wed Oct 30 14:06:39 2019
9,21.486620,-148.501236,-18.858414,38.590282,Wed Oct 30 14:07:11 2019
10,72.459671,-165.932724,-15.993899,41.668831,Wed Oct 30 14:07:43 2019
11,21.486620,-137.246597,-5.195352,28.959158,Wed Oct 30 14:08:16 2019
12,92.579147,-134.682449,-5.538670,35.046947,Wed Oct 30 14:08:48 2019
13,72.459671,-68.369164,2.455100,20.904490,Wed Oct 30 14:09:20 2019
14,88.144844,-139.874161,-0.854475,38.675816,Wed Oct 30 14:09:53 2019
15,66.071205,-65.741600,7.049767,23.654423,Wed Oct 30 14:10:25 2019
16,21.486620,-80.495476,4.962059,22.575623,Wed Oct 30 14:10:57 2019
17,24.333796,-70.137886,3.630486,25.188650,Wed Oct 30 14:11:30 2019
18,38.527992,-119.754692,8.754869,22.610275,Wed Oct 30 14:12:02 2019
19,108.264320,-49.035007,9.261099,25.823166,Wed Oct 30 14:12:35 2019
20,108.264320,-69.094048,11.943347,31.108631,Wed Oct 30 14:13:07 2019
finish atWed Oct 30 14:13:07 2019
started at Wed Oct 30 14:15:06 2019
GenerationID,MaxFitness,MinFitness,Mean,STD,time
1,81.756378,-378.451935,-166.466553,107.418098,Wed Oct 30 14:15:39 2019
2,81.756378,-237.437790,-99.672775,62.736053,Wed Oct 30 14:16:11 2019
3,95.481720,-189.551437,-88.881371,60.594246,Wed Oct 30 14:16:43 2019
4,64.324883,-328.774750,-77.873230,57.613197,Wed Oct 30 14:17:16 2019
5,95.481720,-184.359695,-63.359806,52.425404,Wed Oct 30 14:17:48 2019
6,29.451532,-178.797134,-50.622707,42.909321,Wed Oct 30 14:18:20 2019
7,29.451532,-128.831161,-32.103764,35.803188,Wed Oct 30 14:18:52 2019
8,81.756378,-117.610893,-17.656820,35.896618,Wed Oct 30 14:19:25 2019
9,81.756378,-122.442688,-4.686001,38.547333,Wed Oct 30 14:19:57 2019
10,81.756378,-189.551437,3.551619,49.481014,Wed Oct 30 14:20:29 2019
11,95.481720,-124.434891,7.055453,50.040703,Wed Oct 30 14:21:02 2019
12,88.144844,-82.377640,11.540711,47.041553,Wed Oct 30 14:21:34 2019
13,134.789429,-72.130066,35.864456,44.752941,Wed Oct 30 14:22:06 2019
14,108.264320,-68.369164,48.044209,43.638176,Wed Oct 30 14:22:39 2019
15,147.786636,-65.741600,58.957729,40.763084,Wed Oct 30 14:23:11 2019
16,147.786636,-93.957848,56.369968,44.974831,Wed Oct 30 14:23:44 2019
17,147.786636,-103.879906,62.343338,38.317501,Wed Oct 30 14:24:16 2019
18,147.786636,-93.957848,63.466309,39.021782,Wed Oct 30 14:24:48 2019
19,130.355133,-53.096500,70.135971,32.478180,Wed Oct 30 14:25:21 2019
20,150.474609,-83.190338,65.301201,47.720253,Wed Oct 30 14:25:53 2019
finish atWed Oct 30 14:25:53 2019
started at Wed Oct 30 14:30:14 2019
GenerationID,MaxFitness,MinFitness,Mean,STD,time
1,21.486620,-476.923553,-188.560226,116.982567,Wed Oct 30 14:30:47 2019
2,15.098156,-329.682709,-124.851135,66.546631,Wed Oct 30 14:31:19 2019
3,21.486620,-243.826248,-92.247444,53.600964,Wed Oct 30 14:31:51 2019
4,21.486620,-189.551437,-74.678139,48.327454,Wed Oct 30 14:32:24 2019
